listing_id,listing_name,platform,listing_url,observed_at,check_in,check_out,nights,guests,total_price,nightly_rate,currency,taxes_fees_included,availability_status,notes
booking-lazy-daze-sevierville1,Pet-Friendly 2 Bedroom with Hot Tub and Arcade,Booking.com,https://www.booking.com/hotel/us/lazy-daze-sevierville1.html,,,,,6,,,USD,,,
booking-comfort-cabin-moonshine-ridge,Bearway to Heaven #2 — Hot Tub and Fire Pit,Booking.com,https://www.booking.com/hotel/us/comfort-cabin-moonshine-ridge.html,,,,,6,,,USD,,,
booking-cozy-sevierville-cabin-2-tier-deck-hot-tub,2-Tier Deck & Hot Tub — Quiet Sevierville Cabin,Booking.com,https://www.booking.com/hotel/us/cozy-sevierville-cabin-2-tier-deck-hot-tub.html,,,,,6,,,USD,,,
booking-pigeon-forge-cabin-game-room-dog-friendly-hot-tub,"Pigeon Forge Cabin — Game Room, Dog Friendly, Hot Tub",Booking.com,https://www.booking.com/hotel/us/pigeon-forge-cabin-game-room-dog-friendly-hot-tub.html,,,,,6,,,USD,,,
booking-serene-modern-cabin-with-hot-tub-games-fire-pit,"Serene Modern Cabin — Hot Tub, Games, Fire Pit",Booking.com,https://www.booking.com/hotel/us/serene-modern-cabin-with-hot-tub-games-fire-pit.html,,,,,6,,,USD,,,
booking-cabin-with-private-hot-tub-about-7-mi-to-pigeon-forge,Cabin with Private Hot Tub — 7 Mi to Pigeon Forge,Booking.com,https://www.booking.com/hotel/us/cabin-with-private-hot-tub-about-7-mi-to-pigeon-forge.html,,,,,6,,,USD,,,
booking-sevierville-sanctuary-w-hot-tub-pool-table,"Sevierville Sanctuary — Hot Tub, Pool Table & Deck",Booking.com,https://www.booking.com/hotel/us/sevierville-sanctuary-w-hot-tub-pool-table.html,,,,,6,,,USD,,,
booking-backwoods-getaway-couple-cabin-retreat-private,"Mountain Cabin — Hot Tub, Pool Table & Fire Pit",Booking.com,https://www.booking.com/hotel/us/backwoods-getaway-couple-cabin-retreat-private.html,,,,,6,,,USD,,,
booking-sky-view-mountain-views-hot-tub-free-attraction-tickets,Sky View — Hot Tub and Mountain Views,Booking.com,https://www.booking.com/hotel/us/sky-view-mountain-views-hot-tub-free-attraction-tickets.html,,,,,6,,,USD,,,
booking-cozy-hilltop-cabin-with-hot-tub-amp-forest-views,Cozy Hilltop Cabin — Hot Tub & Forest Views,Booking.com,https://www.booking.com/hotel/us/cozy-hilltop-cabin-with-hot-tub-amp-forest-views.html,,,,,6,,,USD,,,
booking-beautiful-view-log-cabin-fireplace-hot-tub-arcade-pool-fishing,"Beautiful View — Fireplace, Hot Tub, Arcade, Pool",Booking.com,https://www.booking.com/hotel/us/beautiful-view-log-cabin-fireplace-hot-tub-arcade-pool-fishing.html,,,,,6,,,USD,,,
booking-smoky-mountain-cabin-with-game-room-and-hot-tub,3 Mi to Dollywood — Hot Tub Hideaway and Game Room,Booking.com,https://www.booking.com/hotel/us/smoky-mountain-cabin-with-game-room-and-hot-tub.html,,,,,6,,,USD,,,
